Date,Inflation,Policy Rate,Daily new confirmed cases of COVID-19 per million,Stringency index (weighted average),USD/GHS Exchange Rate
2021-12-09,12.93548387,14.5,2.292668,37.96,6.1275
2021-12-10,12.97741935,14.5,0,37.96,6.13
2021-12-11,13.01935484,14.5,0,37.96,6.13
2021-12-12,13.06129032,14.5,8.838839,46.09,6.13
2021-12-13,13.10322581,14.5,2.1418345,46.09,6.13
2021-12-14,13.14516129,14.5,6.666837,46.09,6.115
2021-12-15,13.18709677,14.5,0,45.91,6.115
2021-12-16,13.22903226,14.5,0,45.91,6.175
2021-12-17,13.27096774,14.5,27.57235,45.91,6.175
2021-12-18,13.31290323,14.5,0,45.91,6.175
2021-12-19,13.35483871,14.5,29.804684,45.91,6.175
2021-12-20,13.39677419,14.5,15.716843,51.46,6.175
2021-12-21,13.43870968,14.5,0,51.46,6.175
2021-12-22,13.48064516,14.5,56.743534,51.46,6.175
2021-12-23,13.52258065,14.5,0,51.27,6.12
2021-12-24,13.56451613,14.5,76.05021,51.27,6.15
2021-12-25,13.60645161,14.5,38.130688,51.27,6.15
2021-12-26,13.6483871,14.5,32.399017,51.27,6.15
2021-12-27,13.69032258,14.5,0,51.27,6.15
2021-12-28,13.73225806,14.5,0,51.27,6.15
2021-12-29,13.77419355,14.5,81.51038,51.27,6.15
2021-12-30,13.81612903,14.5,31.825851,51.27,6.15
2021-12-31,13.85806452,14.5,32.18785,51.27,6.15
2022-01-01,13.9,14.5,32.700687,51.27,6.15
2022-01-02,13.95806452,14.5,26.426016,51.27,6.15
2022-01-03,14.01612903,14.5,0,51.27,6.15
2022-01-04,14.07419355,14.5,38.85469,51.27,6.1843
2022-01-05,14.13225806,14.5,0,51.27,6.175
2022-01-06,14.19032258,14.5,45.461193,51.27,6.1845
2022-01-07,14.2483871,14.5,0,51.27,6.1845
2022-01-08,14.30645161,14.5,41.29819,51.27,6.178
2022-01-09,14.36451613,14.5,14.661009,51.27,6.1715
2022-01-10,14.42258065,14.5,0,51.27,6.165
2022-01-11,14.48064516,14.5,23.680847,51.27,6.165
2022-01-12,14.53870968,14.5,0,51.27,6.175
2022-01-13,14.59677419,14.5,20.39268,51.12,6.175
2022-01-14,14.65483871,14.5,0,51.12,6.24
2022-01-15,14.71290323,14.5,21.146845,51.12,6.249166667
2022-01-16,14.77096774,14.5,0,51.12,6.258333333
2022-01-17,14.82903226,14.5,0,51.07,6.2675
2022-01-18,14.88709677,14.5,18.250843,51.07,6.24
2022-01-19,14.94516129,14.5,5.09817,51.07,6.27
2022-01-20,15.00322581,14.5,0,51.07,6.265
2022-01-21,15.06129032,14.5,0,51.07,6.245
2022-01-22,15.11935484,14.5,18.311178,51.07,6.245
2022-01-23,15.17741935,14.5,3.620002,51.07,6.245
2022-01-24,15.23548387,14.5,3.7105021,51.07,6.245
2022-01-25,15.29354839,14.5,5.2791696,51.07,6.245
2022-01-26,15.3516129,14.5,3.4691687,51.07,6.24
2022-01-27,15.40967742,14.5,3.4691687,51.07,6.295
2022-01-28,15.46774194,14.5,0,51.07,6.3
2022-01-29,15.52580645,14.5,0,51.07,6.291666667
2022-01-30,15.58387097,14.5,9.050005,51.07,6.283333333
2022-01-31,15.64193548,14.5,0,51.07,6.275
2022-02-01,15.7,14.5,0,51.07,6.275
2022-02-02,15.83214286,14.58928571,9.683506,51.07,6.375
2022-02-03,15.96428571,14.67857143,0,51.07,6.35
2022-02-04,16.09642857,14.76785714,6.335004,51.07,6.4
2022-02-05,16.22857143,14.85714286,0,51.07,6.358333333
2022-02-06,16.36071429,14.94642857,5.0076694,51.07,6.316666667
2022-02-07,16.49285714,15.03571429,0,51.07,6.275
2022-02-08,16.625,15.125,3.650169,51.07,6.4
2022-02-09,16.75714286,15.21428571,3.650169,51.07,6.4
2022-02-10,16.88928571,15.30357143,1.8401678,50.71,6.41
2022-02-11,17.02142857,15.39285714,0,50.71,6.4
2022-02-12,17.15357143,15.48214286,6.4556704,50.71,6.445
2022-02-13,17.28571429,15.57142857,0,50.71,6.49
2022-02-14,17.41785714,15.66071429,0,50.71,6.535
2022-02-15,17.55,15.75,0,50.71,6.59
2022-02-16,17.68214286,15.83928571,17.255342,50.71,6.5
2022-02-17,17.81428571,15.92857143,3.5596688,50.71,6.55
2022-02-18,17.94642857,16.01785714,0,50.71,6.55
2022-02-19,18.07857143,16.10714286,0,50.71,6.566666667
2022-02-20,18.21071429,16.19642857,0,50.71,6.583333333
2022-02-21,18.34285714,16.28571429,0,50.71,6.6
2022-02-22,18.475,16.375,16.591677,50.71,6.6
2022-02-23,18.60714286,16.46428571,0,50.71,6.7
2022-02-24,18.73928571,16.55357143,6.54617,50.71,6.7
2022-02-25,18.87142857,16.64285714,0,50.64,6.74
2022-02-26,19.00357143,16.73214286,4.132836,50.64,6.735
2022-02-27,19.13571429,16.82142857,0,50.64,6.73
2022-02-28,19.26785714,16.91071429,0,50.64,6.725
2022-03-01,19.4,17,0,49.83,6.65
2022-03-02,19.52903226,17,0,49.83,6.875
2022-03-03,19.65806452,17,0,49.83,6.91
2022-03-04,19.78709677,17,0,49.83,7.05
2022-03-05,19.91612903,17,18.462011,49.83,7.058333333
2022-03-06,20.04516129,17,0,49.83,7.066666667
2022-03-07,20.17419355,17,0,49.83,7.075
2022-03-08,20.30322581,17,1.236834,49.83,7.05
2022-03-09,20.43225806,17,0.3620002,49.83,7.05
2022-03-10,20.56129032,17,0.6938337,49.83,7.1
2022-03-11,20.69032258,17,0,49.83,7.1
2022-03-12,20.81935484,17,0,49.83,7.116666667
2022-03-13,20.9483871,17,1.3575008,49.83,7.133333333
2022-03-14,21.07741935,17,0,49.83,7.15
2022-03-15,21.20645161,17,0.42233357,49.83,7.15
2022-03-16,21.33548387,17,0.48266694,49.83,7.3
2022-03-17,21.46451613,17,0.84466714,49.83,7.3
2022-03-18,21.59354839,17,0,49.83,7.45
2022-03-19,21.72258065,17,1.327334,49.83,7.45
2022-03-20,21.8516129,17,0.21116678,49.75,7.45
2022-03-21,21.98064516,17,0,49.75,7.45
2022-03-22,22.10967742,17,0.7240004,49.75,7.5
2022-03-23,22.23870968,17,0.9351672,49.75,7.575
2022-03-24,22.36774194,17,0,49.75,7.37
2022-03-25,22.49677419,17,0,49.75,7.475
2022-03-26,22.62580645,17,0,49.75,7.508333333
2022-03-27,22.75483871,17,0,49.75,7.541666667
2022-03-28,22.88387097,17,0,48.92,7.575
2022-03-29,23.01290323,17,1.3876674,48.9,7.6
2022-03-30,23.14193548,17,0,48.9,7.525
2022-03-31,23.27096774,17,0,48.9,7.525
2022-04-01,23.4,17,1.2971674,48.9,7.525
2022-04-02,23.54,17.06666667,0,48.9,7.5
2022-04-03,23.68,17.13333333,0.6033337,48.9,7.475
2022-04-04,23.82,17.2,0,48.9,7.45
2022-04-05,23.96,17.26666667,0.42233357,48.9,7.42
2022-04-06,24.1,17.33333333,0,48.9,7.55
2022-04-07,24.24,17.4,0,48.9,7.55
2022-04-08,24.38,17.46666667,0.6938337,48.9,7.575
2022-04-09,24.52,17.53333333,0,48.9,7.533333333
2022-04-10,24.66,17.6,0.45250025,48.9,7.491666667
2022-04-11,24.8,17.66666667,0,48.9,7.45
2022-04-12,24.94,17.73333333,0.45250025,48.9,7.6
2022-04-13,25.08,17.8,0,48.9,7.55
2022-04-14,25.22,17.86666667,0,48.9,7.6
2022-04-15,25.36,17.93333333,0,48.9,7.6
2022-04-16,25.5,18,0.39216688,48.9,7.6
2022-04-17,25.64,18.06666667,0.09050005,48.9,7.6
2022-04-18,25.78,18.13333333,0,48.9,7.6
2022-04-19,25.92,18.2,0.21116678,48.9,7.6
2022-04-20,26.06,18.26666667,0,48.9,7.535
2022-04-21,26.2,18.33333333,0,48.9,7.525
2022-04-22,26.34,18.4,0.99550056,48.9,7.6
2022-04-23,26.48,18.46666667,0.39216688,46.1,7.575
2022-04-24,26.62,18.53333333,0.060333367,46.1,7.55
2022-04-25,26.76,18.6,0.030166684,46.1,7.525
2022-04-26,26.9,18.66666667,0.51283365,45.58,7.525
2022-04-27,27.04,18.73333333,0.30166686,45.58,7.525
2022-04-28,27.18,18.8,0.120666735,45.58,7.525
2022-04-29,27.32,18.86666667,0.030166684,45.58,7.525
2022-04-30,27.46,18.93333333,0.030166684,45.58,7.525
2022-05-01,27.6,19,0.30166686,45.26,7.525
2022-05-02,27.67096774,19,0.1810001,45.26,7.525
2022-05-03,27.74193548,19,0.3318335,45.26,7.475
2022-05-04,27.81290323,19,0.27150017,45.26,7.525
2022-05-05,27.88387097,19,0.3318335,45.26,7.525
2022-05-06,27.95483871,19,0.27150017,45.26,7.55
2022-05-07,28.02580645,19,0.21116678,45.26,7.541666667
2022-05-08,28.09677419,19,0.060333367,45.01,7.533333333
2022-05-09,28.16774194,19,0.030166684,45.01,7.525
2022-05-10,28.23870968,19,0.24133347,45.01,7.525
2022-05-11,28.30967742,19,0.39216688,45.01,7.525
2022-05-12,28.38064516,19,0.27150017,45.01,7.525
2022-05-13,28.4516129,19,0.24133347,45.01,7.55
2022-05-14,28.52258065,19,0.3318335,45.01,7.6
2022-05-15,28.59354839,19,0.120666735,44.9,7.65
2022-05-16,28.66451613,19,0.15083343,44.9,7.7
2022-05-17,28.73548387,19,0.060333367,44.9,7.7
2022-05-18,28.80645161,19,0.030166684,44.9,7.7
2022-05-19,28.87741935,19,0.15083343,44.9,7.7
2022-05-20,28.9483871,19,0.39216688,44.9,7.725
2022-05-21,29.01935484,19,0.15083343,44.9,7.725
2022-05-22,29.09032258,19,0.42233357,44.67,7.725
2022-05-23,29.16129032,19,0,44.67,7.725
2022-05-24,29.23225806,19,0,44.67,7.775
2022-05-25,29.30322581,19,0,44.67,7.775
2022-05-26,29.37419355,19,0,44.67,7.775
2022-05-27,29.44516129,19,0,44.67,7.775
2022-05-28,29.51612903,19,2.202168,44.67,7.775
2022-05-29,29.58709677,19,1.146334,44.58,7.775
2022-05-30,29.65806452,19,0,44.58,7.775
2022-05-31,29.72903226,19,0,44.58,7.8
2022-06-01,29.8,19,0,44.58,7.825
2022-06-02,29.86333333,19,0,44.58,7.825
2022-06-03,29.92666667,19,9.472339,44.58,7.9
2022-06-04,29.99,19,1.3876674,44.58,7.891666667
2022-06-05,30.05333333,19,0,44.58,7.883333333
2022-06-06,30.11666667,19,2.8356683,44.58,7.875
2022-06-07,30.18,19,2.0211678,44.58,7.875
2022-06-08,30.24333333,19,5.6110034,44.58,7.875
2022-06-09,30.30666667,19,8.2053385,44.58,7.875
2022-06-10,30.37,19,5.6110034,44.58,7.95
2022-06-11,30.43333333,19,0,44.58,7.95
2022-06-12,30.49666667,19,0,44.58,7.95
2022-06-13,30.56,19,16.440844,44.58,7.95
2022-06-14,30.62333333,19,4.2535024,44.58,7.845
2022-06-15,30.68666667,19,10.075672,44.58,7.95
2022-06-16,30.75,19,0,44.58,7.95
2022-06-17,30.81333333,19,15.023008,44.58,7.975
2022-06-18,30.87666667,19,0,44.58,7.966666667
2022-06-19,30.94,19,11.37284,43.81,7.958333333
2022-06-20,31.00333333,19,2.1418345,43.81,7.95
2022-06-21,31.06666667,19,6.968504,43.81,7.95
2022-06-22,31.13,19,8.838839,43.81,7.95
2022-06-23,31.19333333,19,7.179671,43.81,7.95
2022-06-24,31.25666667,19,5.1886697,43.81,7.955
2022-06-25,31.32,19,6.123837,43.81,7.953333333
2022-06-26,31.38333333,19,0,43.69,7.951666667
2022-06-27,31.44666667,19,11.584006,43.69,7.95
2022-06-28,31.51,19,0,43.69,7.95
2022-06-29,31.57333333,19,0,43.69,8.025
2022-06-30,31.63666667,19,12.45884,43.69,8.025
2022-07-01,31.7,19,0,43.69,8.025
2022-07-02,31.77096774,19.09677419,0,43.69,8
2022-07-03,31.84193548,19.19354839,8.145004,43.69,7.975
2022-07-04,31.91290323,19.29032258,0,43.69,7.95
2022-07-05,31.98387097,19.38709677,0,43.69,8.015
2022-07-06,32.05483871,19.48387097,0,43.69,8.03
2022-07-07,32.12580645,19.58064516,0,43.69,8.03
2022-07-08,32.19677419,19.67741935,0,43.69,8.125
2022-07-09,32.26774194,19.77419355,0,43.69,8.133333333
2022-07-10,32.33870968,19.87096774,12.036507,43.13,8.141666667
2022-07-11,32.40967742,19.96774194,0,43.13,8.15
2022-07-12,32.48064516,20.06451613,0,43.13,7.925
2022-07-13,32.5516129,20.16129032,0,43.13,8.1
2022-07-14,32.62258065,20.25806452,0,43.13,8.16
2022-07-15,32.69354839,20.35483871,0,43.13,8.125
2022-07-16,32.76451613,20.4516129,0,43.13,8.136666667
2022-07-17,32.83548387,20.5483871,0,42.91,8.148333333
2022-07-18,32.90645161,20.64516129,0,42.91,8.16
2022-07-19,32.97741935,20.74193548,0,42.91,7.9
2022-07-20,33.0483871,20.83870968,0,42.91,8.145
2022-07-21,33.11935484,20.93548387,0,42.91,8.145
2022-07-22,33.19032258,21.03225806,0,42.91,8.1125
2022-07-23,33.26129032,21.12903226,0,42.91,8.166666667
2022-07-24,33.33225806,21.22580645,23.892014,42.86,8.220833333
2022-07-25,33.40322581,21.32258065,0,42.86,8.275
2022-07-26,33.47419355,21.41935484,0,42.86,8.16
2022-07-27,33.54516129,21.51612903,0,42.86,8.46
2022-07-28,33.61612903,21.61290323,0,42.86,8.395
2022-07-29,33.68709677,21.70967742,3.620002,42.86,8.45
2022-07-30,33.75806452,21.80645161,0,42.86,8.466666667
2022-07-31,33.82903226,21.90322581,0,42.77,8.483333333
2022-08-01,33.9,22,5.3998365,42.77,8.5
2022-08-02,34.00645161,22,0,42.77,8.575
2022-08-03,34.11290323,22,0,42.77,8.475
2022-08-04,34.21935484,22,0,42.77,8.5
2022-08-05,34.32580645,22,0,42.77,8.675
2022-08-06,34.43225806,22,1.327334,42.77,8.691666667
2022-08-07,34.53870968,22,0.39216688,42.77,8.708333333
2022-08-08,34.64516129,22,0.15083343,42.77,8.725
2022-08-09,34.7516129,22,0.54300034,42.77,8.87
2022-08-10,34.85806452,22,0.6033337,42.77,8.975
2022-08-11,34.96451613,22,0.6938337,42.77,8.975
2022-08-12,35.07096774,22,0.84466714,42.77,8.975
2022-08-13,35.17741935,22,0,42.77,9.083333333
2022-08-14,35.28387097,22,0,40.65,9.191666667
2022-08-15,35.39032258,22,0,40.65,9.3
2022-08-16,35.49677419,22,0,40.65,9.475
2022-08-17,35.60322581,22,0,40.65,9.94
2022-08-18,35.70967742,22,0,40.65,9.875
2022-08-19,35.81612903,22,0,40.65,9.75
2022-08-20,35.92258065,22,0,40.65,9.805
2022-08-21,36.02903226,22,0,40.55,9.86
2022-08-22,36.13548387,22,3.2580018,40.55,9.915
2022-08-23,36.24193548,22,0,40.55,9.9
2022-08-24,36.3483871,22,0,40.55,9.9
2022-08-25,36.45483871,22,0,40.55,9.98
2022-08-26,36.56129032,22,0.45250025,40.55,9.975
2022-08-27,36.66774194,22,0,40.55,9.975
2022-08-28,36.77419355,22,0,40.43,9.975
2022-08-29,36.88064516,22,0,40.43,9.975
2022-08-30,36.98709677,22,0,40.43,9.975
2022-08-31,37.09354839,22,0,40.43,10.1
2022-09-01,37.2,22,0,40.43,10.05
2022-09-02,37.30666667,22.08333333,1.0860007,36.87,9.925
2022-09-03,37.41333333,22.16666667,0,36.87,9.933333333
2022-09-04,37.52,22.25,0,36.86,9.941666667
2022-09-05,37.62666667,22.33333333,0,34.12,9.95
2022-09-06,37.73333333,22.41666667,0,34.12,9.95
2022-09-07,37.84,22.5,0,34.12,10
2022-09-08,37.94666667,22.58333333,0,34.12,9.95
2022-09-09,38.05333333,22.66666667,0,34.12,10.075
2022-09-10,38.16,22.75,0,34.12,10.06666667
2022-09-11,38.26666667,22.83333333,0,34.05,10.05833333
2022-09-12,38.37333333,22.91666667,1.7798344,34.05,10.05
2022-09-13,38.48,23,0,34.05,10.05
2022-09-14,38.58666667,23.08333333,0,34.05,10.07
2022-09-15,38.69333333,23.16666667,0,34.05,10.05
2022-09-16,38.8,23.25,0,34.05,10.1
2022-09-17,38.90666667,23.33333333,4.1630025,34.05,10.1
2022-09-18,39.01333333,23.41666667,0,34.03,10.1
2022-09-19,39.12,23.5,0,34.03,10.1
2022-09-20,39.22666667,23.58333333,0,34.03,10.1
2022-09-21,39.33333333,23.66666667,0,34.03,10.1
2022-09-22,39.44,23.75,0,34.03,10.25
2022-09-23,39.54666667,23.83333333,8.657839,34.03,10.25
2022-09-24,39.65333333,23.91666667,0,34.03,10.28333333
2022-09-25,39.76,24,0,34.03,10.31666667
2022-09-26,39.86666667,24.08333333,0,34.03,10.35
2022-09-27,39.97333333,24.16666667,0,34.03,10.35
2022-09-28,40.08,24.25,8.597505,34.03,10.4
2022-09-29,40.18666667,24.33333333,3.0468352,34.03,10.35
2022-09-30,40.29333333,24.41666667,2.5038347,34.03,10.375
2022-10-01,40.4,24.5,2.7150016,34.03,10.40833333
2022-10-02,40.71935484,24.58064516,0.78433377,33.93,10.44166667
2022-10-03,41.03870968,24.66129032,0,33.93,10.475
2022-10-04,41.35806452,24.74193548,0,33.93,10.4
2022-10-05,41.67741935,24.82258065,0,33.93,10.5
2022-10-06,41.99677419,24.90322581,0,33.93,10.625
2022-10-07,42.31612903,24.98387097,0,33.93,10.575
2022-10-08,42.63548387,25.06451613,0,33.93,10.56666667
2022-10-09,42.95483871,25.14516129,12.609674,33.78,10.55833333
2022-10-10,43.27419355,25.22580645,0.48266694,33.78,10.55
2022-10-11,43.59354839,25.30645161,1.7496676,33.78,10.75
2022-10-12,43.91290323,25.38709677,0,33.78,10.745
2022-10-13,44.23225806,25.46774194,4.3440027,33.78,10.825
2022-10-14,44.5516129,25.5483871,0,33.78,11.1
2022-10-15,44.87096774,25.62903226,3.0166683,33.78,11.31666667
2022-10-16,45.19032258,25.70967742,0,33.78,11.53333333
2022-10-17,45.50967742,25.79032258,0,33.78,11.75
2022-10-18,45.82903226,25.87096774,0,33.78,11.75
2022-10-19,46.1483871,25.9516129,0,33.78,12.55
2022-10-20,46.46774194,26.03225806,4.585336,33.78,13.125
2022-10-21,46.78709677,26.11290323,0,33.78,13.625
2022-10-22,47.10645161,26.19354839,0,33.78,13.75
2022-10-23,47.42580645,26.27419355,0,33.78,13.875
2022-10-24,47.74516129,26.35483871,0,33.78,14
2022-10-25,48.06451613,26.43548387,0,33.78,14
2022-10-26,48.38387097,26.51612903,4.0423355,33.78,14
2022-10-27,48.70322581,26.59677419,0,33.78,14
2022-10-28,49.02258065,26.67741935,0,33.78,14
2022-10-29,49.34193548,26.75806452,0,33.78,14
2022-10-30,49.66129032,26.83870968,0,33.72,14
2022-10-31,49.98064516,26.91935484,0,33.72,14
2022-11-01,50.3,27,5.64117,33.72,14
2022-11-02,50.42666667,27,0,33.72,13.7
2022-11-03,50.55333333,27,0,33.72,13.7
2022-11-04,50.68,27,0,33.72,14.25
2022-11-05,50.80666667,27,0,33.72,14.25
2022-11-06,50.93333333,27,0,33.72,14.25
2022-11-07,51.06,27,0,33.72,14.25
2022-11-08,51.18666667,27,0,33.72,14.5
2022-11-09,51.31333333,27,0,33.72,14.5
2022-11-10,51.44,27,2.3530014,33.72,14.75
2022-11-11,51.56666667,27,0,33.72,14.5
2022-11-12,51.69333333,27,0,33.72,14.5
2022-11-13,51.82,27,0,33.56,14.5
2022-11-14,51.94666667,27,0,33.56,14.5
2022-11-15,52.07333333,27,0,33.56,14.5
2022-11-16,52.2,27,0,33.56,14.5
2022-11-17,52.32666667,27,0,33.56,14.5
2022-11-18,52.45333333,27,0.7240004,33.56,14.5
2022-11-19,52.58,27,0,33.56,14.5
2022-11-20,52.70666667,27,0,33.56,14.5
2022-11-21,52.83333333,27,0.39216688,33.56,14.5
2022-11-22,52.96,27,0,33.56,14.5
2022-11-23,53.08666667,27,0,33.56,14.5
2022-11-24,53.21333333,27,0,33.56,14.5
2022-11-25,53.34,27,0,33.56,14.5
2022-11-26,53.46666667,27,0,33.56,14.5
2022-11-27,53.59333333,27,0,33.54,14.5
2022-11-28,53.72,27,0,33.54,14.5
2022-11-29,53.84666667,27,0.27150017,33.54,14.4
2022-11-30,53.97333333,27,0,33.54,14.4
2022-12-01,54.1,27,0,33.54,14.1
